reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sortOrder,appId
913b6e69-c0c8-4304-8935-087a522705a1,Dimas Pramudio,https://play-lh.googleusercontent.com/a/ACg8ocL0p4JbI_dfaNw7DVbLpooFmmlUIVVkmSxL9lfuyVma6wRYtg=mo,"Sangat mengecewakan, pesan gofood untuk mempermudah dan cepet. Tapi driver yg melayani saya diberikan 2 orderan gofood dari satu resto. Dan drivernya mengantarkan ke 2 tempat. Sangat mengecewakan. Yg awalnya berharap cepat, malah melayani 2 orang dalam satu orderan.",1,79,4.91.1,2024-07-20 03:50:29,"Hai Kak Dimas, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Ve",2024-07-20 04:48:35,4.91.1,most_relevant,com.gojek.app
4666d0bc-b238-4e4f-99e0-55a6d32613fd,Samsung A13,https://play-lh.googleusercontent.com/a/ACg8ocIgPiln4Mnt1YzyzUcZPyhYhPDi59WKSkzQnfwLT69NEkwrxg=mo,"Gak guna alamat tujuan udah ditulis, dicopy dari gmaps tetep gak muncul...... aplikasi gak berguna....... enakan grab, ketik alamat yg ada digmap langsung muncul, mempermudah pengguna, gak harus cari manual, yg ada malah ilang kalau gak apal daerah",1,12,4.93.1,2024-09-10 14:57:35,"Hai, Kak @Samsung A13. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Miko",2024-09-10 15:12:59,4.93.1,most_relevant,com.gojek.app
4a7e871d-12d7-4dab-8076-45b3bded8bd4,wuri permana,https://play-lh.googleusercontent.com/a-/ALV-UjVMRNU06x6SS26QUdrA1Th6Vc3isMIjELW2FnMh_Fg99-WR0PvL,Buruk respon kurang.. sistem nya jg masih di salah gunakan misalnya kita pesan gocar titik penjemputan sampai ke lokasi dengan driver yang sama..tapi di hystori riwayat pesan ada orderan di batalkan dengan driver yg berbeda.itu pengalaman saya..,2,32,4.93.1,2024-08-28 11:11:49,"Hai Kak wuri, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Miko",2024-08-28 11:56:58,4.93.1,most_relevant,com.gojek.app
1bf37a40-af8c-4d1f-a677-07a46b121241,David Sinaga,https://play-lh.googleusercontent.com/a-/ALV-UjXjcynM52iBynVUP-FE-nCfZicrgbSI1JIYy4e8K6gwEEhtPWQp,Dear gojek..mengapa setelah pembaruan aplikasi posisi driver terlalu jauh dari titik penjemputan yang notabene nya tinggal di ibukota penuh dengan lalu lintas yang padat..mohon diperbaiki agar jarak driver dengan titik penjemputan maksima 1KM...kami ssbagai pelanggan juga butuh waktu dalam perjalanan ke tempat tujuan..driver posisi 3 - 6Km apa tidak terlalu jauh dan memakan waktu dalam penjemputan...tolong diperbaiki...terima kasih atas perhatian nya...,1,146,4.90.2,2024-07-17 04:33:53,"Hai David Sinaga, mohon maaf ya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila kamu mengalami kendala terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Meta",2023-07-11 05:44:39,4.90.2,most_relevant,com.gojek.app
9fd3cc30-dc1e-407f-bece-c8d3dcf6bffa,Isma Ainul Mufidah,https://play-lh.googleusercontent.com/a-/ALV-UjXeT_sDxMrgWjBL61kNdoYVwTXOK0033RLu3WBRjVlWaWWxbR3dhw,always dikasih driver yg jauh.. dan maps gak sesuai dgn rumahku.. padahal ada jln raya yg lebih dekat.. tp driver d arahkan k rel kereta yg ad portalnya.. driveenya jadi muter2... apa ganti aplikasi sj ya.,2,0,4.93.1,2024-09-17 23:50:17,"Hai, Kak Isma. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika titik jemput masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Mira",2024-09-18 02:11:29,4.93.1,most_relevant,com.gojek.app
836103b5-2758-474f-abf1-9de9cdc2e696,Ananda Putri,https://play-lh.googleusercontent.com/a-/ALV-UjWqQv57624iXZWcDLfpnzbQ7B5tVDzlMktM859FbOs0UkJCVCU,"kecewa, saya sudah bayar tagihan gopaylater menggunakan virtual account bca, dan ada bukti bahwa sudah berhasil membayar, tapi di apk gojek nya masih ada tagihan. saya sudah lapor ke cs nya dan sudah lampirkan semua bukti screenshot pembayaran sampai mutasi rekening saya tapi bilang nya belum melakukan proses pembayaran, padahal saldo saya sudah terpotong di rekening. saya kecewa, tolong ini uang jumlahnya lumayan banyak, tolong di tindak lanjuti !!",1,53,4.93.1,2024-08-28 13:22:47,"Hai Kak Ananda, terkait laporanmu sudah ada tiket dinomor 196030003 dan sudah ditangani oleh tim kami. Kamu dapat melakukan pengecekkan progress-nya di menu My Ticket aplikasi Gopay atau Gojek kamu ya. ^Mira",2024-08-29 05:46:16,4.93.1,most_relevant,com.gojek.app
580f4bca-1f23-4bd0-9fa3-bdc1a0d70e6f,Nuni Nuryani,https://play-lh.googleusercontent.com/a-/ALV-UjW1vypu5nqjbBCqD0H-zogS1sgbi3KmU3FKuRxdsVVnqbO2JL9CJQ,"Saya kecewa dengan pelayanan GoCar.. Map aplikasi selalu mengarahkan rute terdekat,bukan rute tercepat,Alhasil Driver Minta rubah rute dan terjadi lonjakan harga hampir 2x lipat.. Mending Dari awal di aplikasi Pakai rute tercepat,jadi Tarifnya gak akan membengkak daripada ubah rute..Saya tidak keberatan tarif asalkan rute nya sesuai tercepat,saya cek aplikasi ijo sebelah Map sesuai tercepat tapi tarif agak mahal dari gojek,saat rubah rute malah melebihi aplikasi sebelah jauh yang mapnya sesuai",1,12,4.93.1,2024-09-12 15:25:14,"Hai, Kak Nuni. Pastikan kamu sudah memberikan izin akses lokasi untuk aplikasi Gojek dan update ke versi terbaru, ya. Jika masih bermasalah, laporkan melalui halaman Bantuan di aplikasi > ketik ""Rute dari/menuju lokasi titik jemput/antar saya bermasalah"" > pilih artikel dan isi formulirnya. Kami siap membantu. ^Maya",2024-09-12 16:12:58,4.93.1,most_relevant,com.gojek.app
aedf46c2-36cf-454a-a521-78cdac9767e5,Marjono Siaw,https://play-lh.googleusercontent.com/a-/ALV-UjX-VeWkaxJLo0DlLWRpcpplsncT_CdO8IXb7JiKwLNqdtmfDfg,"Sangat disayangkan Untuk pembayaran QRIS toko masih belum bisa menggunakan kartu kredit... Kartu kredit hanya bisa untuk pembayaran goride/gocar dan gofood doang..... Kalau nanti sudah bisa bayar QRIS toko pakai kartu kredit, akan dipertimbangkan bintangnya. Saat ini kasih bintang 3 dulu ...",3,26,4.93.1,2024-09-01 03:21:18,"Hai Kak Marjono, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Apabila ada pertanyaan atau keluhan terkait layanan Gojek, silakan laporkan melalui menu Bantuan di aplikasi Gojek agar tim kami bisa bantu cek ya. ^Miko",2024-09-01 06:41:59,4.93.1,most_relevant,com.gojek.app
3be95e34-035c-4588-8924-a2295190a25f,Hj Siti Saodah,https://play-lh.googleusercontent.com/a/ACg8ocK6UVFXiW469VrCMG_P0_Lb5SD7BNPgVGejC6P0jQnYV29dig=mo,"Barang saya sudah dibawa driver gosend, padahal barang dagangan saya (snack2 kering). Sudah 30 menit dibawa, pesanan dibatalkan. Gimana ini?!?!?!? daya hubungan CS lewat aplikasi tp malah BOT & ngga bisa track trx yg terbatalkan. GIMANA BARANG DAGANGAN SAYA?!?!?!?!?!?!",1,24,4.93.1,2024-08-31 23:50:12,"Hai Kak Siti, mohon maaf atas ketidaknyamanannya. Jika masih mengalami keluhan, silakan laporkan melalui email ke customerservice@gojek.com dengan melampirkan kode psr-24-245-0328-07776 pada subject email dan cantumkan nomor laporan sebelumnya serta ceritakan kembali detail permasalahannya. Kami tunggu detail laporan kamu ya. ^Miko",2024-09-01 03:28:19,4.93.1,most_relevant,com.gojek.app
7f676a5f-b54c-4f5f-947e-21bec6771cf1,Cut Hilwa,https://play-lh.googleusercontent.com/a-/ALV-UjX9PZs-5oEaLNeLf7gb-PteMgiYXUPpzZXfdKbqrPCh-05E_JS2,"Lama2 gak bisa diandalkan saat lagi butuh cepat, gara2 topup saldo belum masuk2 harus nunggu 2 hari.. sering banget kendala seperti ini kenapa ya sistemnya lama penanganannya..?? Kenapa keseringan topup, saldo belum berubah??",1,13,4.93.1,2024-09-15 04:32:37,"Hai Kak Hilwa, mohon maaf atas ketidaknyamanannya. Dikarenakan sebelumnya terdapat pemeliharaan sistem, saat ini kakak bisa mencoba cek kembali secara berkala ya. Terima kasih atas pengertiannya. ^Miko",2024-09-15 09:23:00,4.93.1,most_relevant,com.gojek.app
5ac3d7a0-4265-4c05-a6d2-0d73905868f8,Assegaf,https://play-lh.googleusercontent.com/a/ACg8ocLsEbThmz4zdZZAw0GX4fWsmxwFUWpcH51ENIZP2T6DveKtMA=mo,Sudah daftar go pay later malah jarang dpt promo denda keterlambatan jg mahal bgt ga cuma pengguna yg di persulit driver² jg banyak yg sambat ke saya krn tingginya biaya admin dan orderan yg sepi krn terus terusan buka pendaftaran mitra dasar kapitalis!,1,42,4.91.1,2024-08-02 04:59:06,"Hai Kak Assegaf, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Ve",2024-08-02 07:06:16,4.91.1,most_relevant,com.gojek.app
076f9a40-ce98-4975-8bf9-782550858b58,Riel Simarmata,https://play-lh.googleusercontent.com/a-/ALV-UjUjojWkhBuR4Y3NYk7Cc_2Zx-n29bW07fvTllCfTV8x5zVuubXn,"Aplikasi gajelas ,bisa bisa nya apk yg udh selevel ini saldo tidak masuk .bukan masalah nominal tapi kenyamanan user ga habis pikir bisa bisa nya saldo tidak terkirim padahal pengirim berada di dekat saya.GAJELAS",1,31,4.91.1,2024-07-29 17:22:36,"Mohon maaf, Kak Riel. Pastikan kamu sudah cek halaman Riwayat GoPay dan nomor tujuan transfer yang dimasukan sudah sesuai. Jika saldo belum masuk, laporkan ke menu Bantuan aplikasi Gojek > ketik ""Teman Saya Belum Menerima Transfer GoPay Yang Saya Kirim"" di kolom pencarian > pilih artikel dan klik tombol ""Chat dengan CS"", kami siap membantu. ^Tria",2024-07-30 00:10:17,4.91.1,most_relevant,com.gojek.app
19069130-842b-49e0-8bf5-3ec94c0b062a,Abe Abe,https://play-lh.googleusercontent.com/a/ACg8ocJOHUE0MUP-nt_OoY7RPB0yt-VYlFbguoP7fEBe7WRYH7w8og=mo,"Akun saya tidak bisa login, setelah saya reset hp, karna waktu login susah sinyal waktu mau pergi ke rumahsakit, sekarang tidak bisa login sama sekali padahal sinyal oke, selalu muncul akun anda keluar, gimna dong solusinya ? Padahal saya pakai aplikasi ini dari dulu",3,2,4.91.1,2024-09-17 07:18:18,"Hai Kak Abe, mohon maaf atas ketidaknyamanan yang kamu alami. Sebelum login, pastikan kamu udah pakai Gojek versi terbaru & tidak ada kendala pada akun kamu, ya. Untuk info lebih lanjut, silakan ke halaman bantuan login di aplikasi dengan cara klik ikon ""?"" > pilih ""Tidak bisa masuk ke akun Gojek"" > pilih ""Saya mendapatkan notifikasi eror"". ^Mira",2024-09-17 07:47:09,4.91.1,most_relevant,com.gojek.app
3de75de3-dfb7-4012-a62f-d8152bf0c827,Faqih Muqaddam Muhammad Hadiningrat,https://play-lh.googleusercontent.com/a-/ALV-UjV35x4GMANYWAUDsinUL-gINQgQeclubOYEw7kHoH9lubgX56A,"Karena ada insiden saya ga sengaja klik pesan dan langsung saya cancel ga bisa Saya konfirmasi ke resto dan driver tapi responnya ga bagus, juga saya ke call center jawabannya sama. Biar ga terulang saya unsinstal aplikasi ini. Harusnya dilihat penggunanya baru atau sudah tahunan. Dan riwayat penggunanya apa suka cancel orderan atau enggak. Gojek sudah bertahun-tahun tapi perihal yang kaya gini aja masih belum becus.",1,45,4.91.1,2024-07-30 12:53:07,"Hai Kak Faqih, mohon maaf atas ketidaknyamanannya. Ke depannya, jika kamu mengalami hal serupa, klik 'Butuh Bantuan' pada halaman pemesanan, lalu pilih alasan pembatalan yang sesuai, ya. Pesananmu akan dicek terlebih dulu. Jika kamu memiliki pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek. ^Oca",2024-07-30 13:07:50,4.91.1,most_relevant,com.gojek.app
cee2dab7-3d1c-41a6-ace5-0e9725a1504b,tilaa,https://play-lh.googleusercontent.com/a-/ALV-UjX-KlPfVc0E_V8_KEWJtxbiKUZjqKJNB_-BtTZQXiQlc0g6JGL6,"Maaf bnget saya turunin lagi bintangnya, tapi beneran deh kenapa yaaa pas mesen gojek, pas liat posisi driver pasti gak jalan2 mulu. Dan kalo saya pesen gofood pasti posisi driver juga tiba tiba udh sampe aja, padahal di mapsnya gak jalan. Tolong bgt perbaiki yaa, terima kasih. 🙏🏻",1,14,4.92.1,2024-08-21 07:56:15,"Hai Kak Tila, mohon maaf atas ketidaknyamanannya. Laporan yang kamu sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Ve",2024-08-16 07:05:24,4.92.1,most_relevant,com.gojek.app
46a09d1c-fc3e-40a2-9547-e880021bdfec,BMz Chanel,https://play-lh.googleusercontent.com/a/ACg8ocJSYVBNljiGhYXVPKxggiFU0_3aRMtA9no1uJDt7CF17TfX=mo,"Menu cancel terlalu mudah , membuat kami pelanggan mudah sekali mengancel driver ,. Banyaknya tingkat pembatalan sepihak , cuma karena fitur cancel terlalu gampang . Tolong di perbaiki",1,4,4.93.1,2024-09-12 23:16:10,"Hai Kak @BMz Chanel, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Mira",2024-09-13 00:31:06,4.93.1,most_relevant,com.gojek.app
